,Country,Year,Precipitation,Temperature,Occurrences,Entity,Urban (%),Rural (%),HDI,PopTotal,Education,Dengue,Y,X
1641,CUB,2002,115.0527,26.054266666666667,24.0,Cuba,75.785,24.215,0.6940000000000001,11217.998,0.6709999999999999,21.0,23.14,-82.36
1642,CYM,2002,131.499825,27.84998333333333,3.0,Cayman Islands,100.0,0.0,0.0,44.738,0.0,0.0,19.29,-81.38
1643,CZE,2002,68.06540833333334,9.132543333333333,0.0,Czech Republic,73.809,26.191,0.813,10252.439,0.777,0.0,49.12,16.59
1644,DEU,2002,74.57351666666666,9.94516166666667,0.0,Germany,75.374,24.625999,0.883,81611.868,0.857,0.0,47.71,7.77
1645,DJI,2002,18.259372499999998,28.336033333333337,0.0,Djibouti,76.624,23.375999,0.37799999999999995,746.221,0.21100000000000002,0.0,11.59,43.15
1646,DMA,2002,231.0135833333333,25.515083333333333,0.0,Dominica,65.689,34.311001,0.696,69.824,0.599,0.0,15.57,-61.32
1647,DOM,2002,100.53071666666666,24.607108333333333,0.0,Dominican Republic,63.371,36.629002,0.664,8832.285,0.5660000000000001,1.0,18.52,-69.93
1648,DZA,2002,5.554230833333334,23.571049999999996,0.0,Algeria,61.501000000000005,38.499001,0.664,31995.046000000002,0.529,0.0,36.64,4.21
1649,ESP,2002,56.999475,13.948485833333336,0.0,Spain,76.533,23.466998999999998,0.83,41985.52,0.7170000000000001,0.0,38.06,-1.52
1650,FJI,2002,226.58791666666662,24.213766666666668,0.0,Fiji,48.692,51.307999,0.6890000000000001,815.691,0.685,3.0,-18.12,178.43
1651,FRA,2002,76.48585833333334,12.177498333333332,0.0,France,76.38,23.620001000000002,0.853,60225.075999999994,0.764,0.0,41.86,8.97
1652,GAB,2002,163.43531666666667,25.437258333333336,0.0,Gabon,80.368,19.632,0.639,1294.4089999999999,0.557,0.0,0.44,9.43
1653,GEO,2002,90.80120000000001,7.0501675,0.0,Georgia,52.441,47.558997999999995,0.684,4624.88,0.7240000000000001,0.0,4310186.0,40618588.0
1654,GHA,2002,102.48801833333334,27.53301666666667,0.0,Ghana,45.275,54.724998,0.489,19924.522,0.42700000000000005,2.0,6.73,-1.73
1655,GIN,2002,129.32002583333335,26.18874166666666,0.0,Guinea,31.42,68.58000200000001,0.345,9137.345,0.214,0.0,9.5,-13.72
1656,GLP,2002,255.59066666666664,25.755183333333335,0.0,Guadeloupe,98.4,1.6,0.0,431.35900000000004,0.0,0.0,16.24,-61.53
1657,GMB,2002,60.434085,28.24184166666667,0.0,Gambia,49.683,50.317001,0.397,1311.349,0.27399999999999997,0.0,13.38,-14.41
1658,GRC,2002,63.40485,14.580072500000002,0.0,Greece,73.303,26.697001,0.818,11216.798999999999,0.7140000000000001,0.0,37.09,21.97
1659,GRD,2002,120.39148333333334,27.066625,12.0,Grenada,35.913000000000004,64.086998,0.7020000000000001,102.1,0.654,16.0,12.02,-61.75
1660,GTM,2002,203.595675,24.215391666666665,0.0,Guatemala,46.005,53.994999,0.56,12208.848,0.379,2.0,15.73,-88.68
1661,GUF,2002,209.77802499999996,25.783883333333335,0.0,French Guiana,79.931,20.069000000000003,0.0,178.90400000000002,0.0,0.0,5.5,-54.03
1662,GUM,2002,632.1415833333332,27.697125,0.0,Guam,93.334,6.665999900000001,0.0,157.175,0.0,0.0,13.44,144.79
1663,GUY,2002,179.85765,25.55706666666667,0.0,Guyana,28.518,71.48200200000001,0.609,751.8839999999999,0.568,0.0,8.2,-59.78
1664,HND,2002,148.42046666666667,24.184983333333335,2.0,Honduras,46.61,53.389998999999996,0.563,6863.156999999999,0.434,10.0,14.08,-87.22
1665,HRV,2002,97.73173333333334,11.813675833333333,0.0,Croatia,53.81,46.189999,0.7659999999999999,4395.819,0.685,0.0,42.72,18.03
1666,HTI,2002,102.09593333333333,25.273316666666663,0.0,Haiti,38.935,61.064999,0.446,8834.733,0.35600000000000004,0.0,19.05,-72.47
1667,IDN,2002,220.50574999999995,26.381433333333334,12.0,Indonesia,43.568000000000005,56.431999,0.618,217508.05899999998,0.5329999999999999,28.0,-7.26,112.75
1668,IND,2002,69.65875083333333,24.852958333333333,73.0,India,28.244,71.755997,0.504,1089807.112,0.39,28.0,18.95,72.95
1669,ISR,2002,23.013615833333333,20.718066666666665,1.0,Israel,91.33,8.6700001,0.865,6239.285,0.8490000000000001,0.0,32.75,34.98
1670,ITA,2002,89.66533333333332,12.7962975,3.0,Italy,67.382,32.618,0.8420000000000001,57801.763,0.722,0.0,36.92,14.67
1671,JAM,2002,152.1498,25.832683333333332,0.0,Jamaica,52.251000000000005,47.749001,0.677,2695.446,0.586,0.0,18.47,-77.92
1672,JPN,2002,129.26735000000005,11.347449166666669,0.0,Japan,81.64699999999999,18.353001000000003,0.862,127902.617,0.764,0.0,35.72,139.74
1673,KEN,2002,61.822183333333335,25.543216666666666,4.0,Kenya,20.590999999999998,79.408997,0.456,33214.009,0.41100000000000003,0.0,-0.67,37.35
1674,KHM,2002,155.49902083333333,27.900724999999994,10.0,Cambodia,18.82,81.18,0.45299999999999996,12634.729,0.369,8.0,13.85,106.16
1675,KIR,2002,92.32103333333333,92.32103333333333,0.0,Kiribati,43.492,56.507999,0.5660000000000001,87.34299999999999,0.556,0.0,1.36,173.13
1676,KNA,2002,192.74558333333334,25.474999999999998,0.0,Saint Kitts and Nevis,32.455,67.54499799999999,0.0,46.641000000000005,0.0,0.0,17.3,-62.73
1677,KOR,2002,114.71761333333332,11.533956666666668,0.0,South Korea,80.29899999999999,19.701,0.8320000000000001,48004.78599999999,0.8,0.0,0.0,0.0
1678,LAO,2002,187.94618333333332,187.94618333333332,0.0,Laos,24.044,75.956001,0.48,5497.273,0.364,0.0,0.0,0.0
1679,LBN,2002,54.785109166666665,16.658618333333333,0.0,Lebanon,86.24,13.76,0.0,3522.837,0.0,0.0,34.4,36.39
1680,LBR,2002,205.47553333333335,25.582833333333337,0.0,Liberia,45.016999999999996,54.983002,0.374,3062.863,0.406,0.0,5.88,-10.04
1681,LCA,2002,166.483825,26.975883333333332,0.0,Saint Lucia,26.329,73.670998,0.6890000000000001,159.763,0.585,1.0,14.03,-60.98
1682,LKA,2002,145.09458333333336,27.398733333333325,0.0,Sri Lanka,18.349,81.65100100000001,0.6970000000000001,19059.3,0.6920000000000001,2.0,7.07,80.01
1683,MAC,2002,186.6389541666667,23.82575,0.0,Macao,100.0,0.0,0.0,448.89599999999996,0.0,0.0,0.0,0.0
1684,MDG,2002,120.62514166666666,24.621341666666666,0.0,Madagascar,27.663,72.336998,0.457,16765.117,0.41200000000000003,0.0,-15.72,46.32
1685,MDV,2002,172.89758333333336,28.30701666666667,0.0,Maldives,30.041999999999998,69.958,0.615,294.341,0.435,0.0,4.17,73.5
1686,MEX,2002,60.54169916666667,21.099425,25.0,Mexico,75.365,24.635,0.71,104355.60800000001,0.5660000000000001,15.0,14.91,-92.26
1687,MHL,2002,220.2698333333333,28.234575000000003,0.0,Marshall Islands,69.618,30.381999999999998,0.0,52.158,0.0,0.0,8.72,167.74
1688,MLT,2002,32.887031666666665,19.349708333333336,0.0,Malta,92.905,7.094999799999999,0.792,401.30300000000005,0.662,0.0,35.9,14.45
1689,MMR,2002,104.44948999999998,23.30308333333333,0.0,Myanmar,27.391,72.609001,0.449,47140.22,0.32899999999999996,0.0,16.78,96.15
1690,MNE,2002,89.90331666666668,9.991751666666666,0.0,Montenegro,60.568000000000005,39.431999,0.0,613.382,0.0,0.0,42.7,19.4
1691,MNP,2002,562.0154166666666,27.533325,0.0,Northern Mariana Islands,90.316,9.684,0.0,68.763,0.0,0.0,15.14,145.72
1692,MOZ,2002,72.27406583333332,24.309316666666664,0.0,Mozambique,29.456999999999997,70.542999,0.318,19139.658,0.268,0.0,-22.45,31.33
1693,MSR,2002,214.229,26.4199,0.0,Montserrat,9.456,90.543999,0.0,4.376,0.0,0.0,16.71,-62.21
1694,MTQ,2002,216.76633333333336,25.60126666666667,0.0,Martinique,89.566,10.434000000000001,0.0,392.485,0.0,1.0,14.6,-61.07
1695,MUS,2002,152.12999166666668,24.801016666666666,0.0,Mauritius,42.446999999999996,57.553001,0.687,1201.812,0.569,0.0,-19.72,63.38
1696,MYS,2002,228.17033333333333,26.046508333333335,0.0,Malaysia,63.856,36.144001,0.725,24198.811,0.611,36.0,6.12,102.26
1697,MYT,2002,119.61066666666663,27.257525,0.0,Mayotte,50.269,49.730999,0.0,161.205,0.0,0.0,-12.83,45.17
1698,NCL,2002,111.75909250000001,22.38474166666667,0.0,New Caledonia,62.632,37.368,0.0,221.088,0.0,1.0,-22.3,166.44
1699,NGA,2002,92.82766916666667,27.19683333333333,3.0,Nigeria,36.508,63.492001,0.0,128666.71,0.0,0.0,7.15,3.36
1700,NIC,2002,184.12954166666668,25.50576666666667,0.0,Nicaragua,55.483999999999995,44.515999,0.583,5171.734,0.479,9.0,13.02,-87.53
1701,NIU,2002,169.13316666666665,25.554141666666666,0.0,Niue,33.874,66.125999,0.0,1.7890000000000001,0.0,0.0,-19.06,-169.87
1702,NLD,2002,75.24885833333333,10.70905,0.0,Netherlands,79.113,20.886999,0.878,16110.355,0.8240000000000001,0.0,51.19,5.87
1703,NPL,2002,114.36648916666667,13.092314166666668,0.0,Nepal,14.24,85.760002,0.457,24566.342,0.341,0.0,27.96,84.9
1704,NRU,2002,198.5,27.908308333333334,0.0,Nauru,100.0,0.0,0.0,10.08,0.0,0.0,-0.52,166.92
1705,NZL,2002,149.83339166666664,10.07175,0.0,New Zealand,86.161,13.839,0.8809999999999999,3963.2059999999997,0.887,0.0,-36.96,174.9
1706,PAK,2002,17.079373333333333,20.91663,0.0,Pakistan,33.38,66.620003,0.465,144654.143,0.28,1.0,32.08,72.67
1707,PAN,2002,206.06230833333333,25.677691666666664,2.0,Panama,62.794,37.206001,0.728,3149.265,0.645,3.0,9.08,-79.39
1708,PER,2002,139.62527500000002,19.71593333333333,16.0,Peru,73.85,26.15,0.687,26601.467,0.6459999999999999,8.0,-3.54,-73.45
1709,PHL,2002,190.08962499999998,25.944100000000002,0.0,Philippines,45.965,54.035,0.633,81352.06,0.584,17.0,14.41,121.04
1710,PNG,2002,258.83966666666663,25.04580833333333,0.0,Papua New Guinea,13.164000000000001,86.835999,0.462,5862.316,0.306,0.0,-9.15,142.72
1711,PRI,2002,136.05349166666667,25.290050000000004,0.0,Puerto Rico,94.27799999999999,5.7220001,0.0,3796.028,0.0,5.0,18.24,-66.04
1712,PRY,2002,93.8642,24.40269166666667,0.0,Paraguay,56.6,43.400002,0.642,5508.611,0.568,9.0,-25.28,-57.64
1713,PYF,2002,92.81371666666666,24.753608333333332,0.0,French Polynesia,55.888000000000005,44.111999999999995,0.0,245.00599999999997,0.0,7.0,-17.53,-149.56
1714,REU,2002,169.95720833333334,35.16395,0.0,Reunion,93.728,6.2719998,0.0,760.258,0.0,0.0,0.0,0.0
1715,ROU,2002,51.502758333333325,10.073996666666666,0.0,Romania,52.78,47.220001,0.7240000000000001,21854.676,0.667,0.0,44.44,26.11
1716,RUS,2002,36.96489166666667,-5.1425633333333325,0.0,Russia,73.34100000000001,26.659000000000002,0.732,145194.88199999998,0.746,0.0,0.0,0.0
1717,SAU,2002,6.45494,25.48085,0.0,Saudi Arabia,80.304,19.695999,0.748,21906.307999999997,0.5720000000000001,0.0,21.54,39.17
1718,SDN,2002,33.62479416666667,27.953241666666667,0.0,Sudan,32.601,67.399002,0.414,28679.565,0.249,0.0,19.62,37.22
1719,SEN,2002,41.89363083333333,28.78549166666667,5.0,Senegal,40.607,59.393002,0.4,10396.860999999999,0.242,0.0,14.67,-17.44
1720,SGP,2002,179.53913333333333,28.197383333333338,0.0,Singapore,100.0,0.0,0.83,4131.208,0.67,1.0,1.37,103.88
1721,SLB,2002,252.3695,25.60889166666667,0.0,Solomon Islands,16.597,83.40299999999999,0.462,435.26199999999994,0.377,0.0,-9.43,160.05
1722,SLE,2002,200.0661941666667,26.40475833333333,0.0,Sierra Leone,36.109,63.890999,0.315,4957.215999999999,0.287,0.0,9.69,-11.72
1723,SLV,2002,126.20761416666664,24.606233333333336,3.0,El Salvador,60.013999999999996,39.986,0.628,5940.303000000001,0.518,5.0,13.74,-89.18
1724,SOM,2002,23.970245000000002,27.146025000000005,0.0,Somalia,33.99,66.010002,0.0,9564.167,0.0,0.0,10.43,45.01
1725,SRB,2002,59.549175,11.653790833333334,0.0,Serbia,53.215,46.785,0.72,9352.705,0.684,0.0,44.92,19.67
1726,SUR,2002,167.31255,25.875033333333334,0.0,Suriname,66.59100000000001,33.409,0.0,483.04400000000004,0.0,0.0,5.83,-55.17
1727,SVK,2002,65.98963333333332,8.852899166666667,0.0,Slovakia,56.013000000000005,43.986999999999995,0.7709999999999999,5400.154,0.718,0.0,48.68,21.29
1728,SVN,2002,114.82266666666665,10.110182499999999,0.0,Slovenia,50.857,49.143002,0.843,1988.264,0.831,0.0,45.64,13.99
1729,SYC,2002,162.895675,27.26628333333333,0.0,Seychelles,50.876000000000005,49.124001,0.716,84.20299999999999,0.588,0.0,-4.35,55.76
1730,THA,2002,132.51970666666665,26.9209,17.0,Thailand,33.734,66.265999,0.6659999999999999,64073.164000000004,0.544,28.0,14.34,101.21
1731,TKL,2002,223.78824999999998,29.056808333333333,0.0,Tokelau,0.0,100.0,0.0,1.435,0.0,0.0,-8.56,-172.5
1732,TLS,2002,99.58783,25.654658333333334,0.0,Timor,24.979,75.021004,0.523,923.825,0.37,1.0,0.0,0.0
1733,TON,2002,154.80187500000002,25.251283333333333,0.0,Tonga,23.069000000000003,76.931,0.6829999999999999,99.184,0.6859999999999999,0.0,-21.15,-175.22
1734,TTO,2002,130.8697,26.25493333333333,40.0,Trinidad and Tobago,55.53,44.470001,0.728,1277.837,0.648,0.0,10.68,-61.62
1735,TUR,2002,47.770925,11.378664166666667,0.0,Turkey,65.97399999999999,34.026001,0.672,65143.054000000004,0.524,0.0,40.92,26.32
1736,TUV,2002,249.92783333333333,28.390983333333338,0.0,Tuvalu,46.841,53.159,0.0,9.635,0.0,0.0,-8.51,179.19
1737,TZA,2002,95.05723416666666,23.2938,0.0,Tanzania,23.044,76.956001,0.413,36105.808,0.332,0.0,0.0,0.0
1738,UGA,2002,109.68590833333336,24.518450000000005,0.0,Uganda,15.626,84.374001,0.42100000000000004,25718.048,0.45799999999999996,0.0,0.17,32.48
1739,URY,2002,162.49631666666667,18.04414166666667,0.0,Uruguay,92.569,7.431000200000001,0.747,3327.7729999999997,0.685,0.0,-33.25,-58.02
1740,USA,2002,52.435325000000006,7.791960833333334,48.0,United States,79.40899999999999,20.590999999999998,0.889,287506.847,0.861,5.0,0.0,0.0
1741,VCT,2002,227.88245000000003,55.45328333333334,0.0,Saint Vincent and the Grenadines,45.913999999999994,54.085999,0.682,108.146,0.616,0.0,13.16,-61.23
1742,VEN,2002,162.38143333333332,25.809675,0.0,Venezuela,87.876,12.124,0.688,25408.7,0.5489999999999999,11.0,10.49,-66.89
1743,VGB,2002,160.50674166666664,25.871958333333335,0.0,British Virgin Islands,42.328,57.672001,0.0,21.529,0.0,0.0,18.41,-64.64
1744,VNM,2002,176.02839166666664,24.767866666666666,2.0,Vietnam,25.511,74.488998,0.595,81956.496,0.496,21.0,0.0,0.0
1745,VUT,2002,234.5471666666667,24.13768333333333,0.0,Vanuatu,22.235,77.764999,0.0,193.956,0.0,1.0,-17.74,168.32
1746,WLF,2002,236.24508333333333,27.05044166666667,0.0,Wallis and Futuna,0.0,100.0,0.0,14.622,0.0,2.0,-13.29,-176.22
1747,WSM,2002,266.863775,28.271058333333333,0.0,Samoa,21.941,78.058998,0.659,176.582,0.637,0.0,-13.63,-172.62
1748,YEM,2002,14.671056666666667,23.908824999999997,0.0,Yemen,27.315,72.684998,0.456,18919.179,0.278,0.0,15.77,44.04
1749,ZAF,2002,34.67748333333333,17.942175,0.0,South Africa,57.898,42.102001,0.617,47026.172999999995,0.644,0.0,-33.93,18.44
1750,COD,2002,133.777825,24.715175000000002,0.0,Democratic Republic of Congo,36.055,63.945,0.34,49835.755999999994,0.324,0.0,0.0,0.0
1751,ZMB,2002,76.99953166666666,22.597641666666664,0.0,Zambia,35.475,64.525002,0.449,11120.409,0.486,0.0,-12.17,26.38
1752,ABW,2003,61.997659999999996,28.28035833333333,0.0,Aruba,45.606,54.394001,0.0,97.01700000000001,0.0,0.0,12.52,-70.03
1753,AFG,2003,26.982437500000007,13.714791666666668,0.0,Afghanistan,22.353,77.647003,0.38299999999999995,23064.851000000002,0.271,0.0,34.53,69.17
1754,AGO,2003,82.97817416666668,22.15574166666667,0.0,Angola,53.645,46.355,0.429,18203.369,0.324,0.0,-8.81,13.23
1755,AIA,2003,162.93090833333335,25.75831666666667,0.0,Anguilla,100.0,0.0,0.0,12.020999999999999,0.0,0.0,18.23,-63.04
1756,ALB,2003,77.59108333333334,12.2213625,0.0,Albania,44.573,55.426998,0.6890000000000001,3111.005,0.605,0.0,40.15,19.79
1757,ARG,2003,45.55464166666666,14.695490000000001,2.0,Argentina,89.686,10.314,0.775,38309.379,0.7609999999999999,0.0,-26.41,-54.58
1758,ASM,2003,247.6414166666667,27.74330833333333,0.0,American Samoa,88.29700000000001,11.703,0.0,59.117,0.0,0.0,-14.27,-170.58
1759,ATG,2003,223.65915833333335,26.291283333333336,0.0,Antigua and Barbuda,30.464000000000002,69.53600300000001,0.0,87.29299999999999,0.0,0.0,17.15,-61.8
1760,AUS,2003,38.8508,22.092558333333333,7.0,Australia,84.34299999999999,15.657,0.904,19696.971999999998,0.893,13.0,-9.42,142.54
1761,AUT,2003,77.27154166666666,7.2810516666666665,0.0,Austria,59.375,40.625,0.8420000000000001,8175.852,0.728,0.0,47.14,16.26
1762,BEL,2003,57.44978333333333,10.8872825,0.0,Belgium,97.296,2.7039999999999997,0.882,10419.032,0.846,0.0,51.21,4.12
1763,BEN,2003,102.3311625,28.076491666666666,0.0,Benin,39.536,60.464001,0.426,7520.555,0.321,0.0,6.48,2.63
1764,BFA,2003,76.2829675,28.794324999999997,0.0,Burkina Faso,19.996,80.003998,0.303,12654.621000000001,0.151,1.0,12.42,-3.17
1765,BGD,2003,166.11990166666666,25.325999999999993,0.0,Bangladesh,25.429000000000002,74.570999,0.49,139019.001,0.37,4.0,24.13,90.29
1766,BGR,2003,53.09950833333334,10.804350833333332,0.0,Bulgaria,69.87899999999999,30.121,0.738,7803.880999999999,0.705,0.0,42.45,27.31
1767,BHS,2003,102.67239166666667,25.730850000000004,0.0,Bahamas,82.134,17.865999,0.782,315.746,0.706,0.0,25.07,-77.34
1768,BIH,2003,69.58197499999999,10.505813333333334,0.0,Bosnia and Herzegovina,43.33,56.669998,0.688,3779.2470000000003,0.5820000000000001,0.0,44.67,16.99
1769,BLZ,2003,138.61075833333334,25.858333333333334,0.0,Belize,45.347,54.653,0.6920000000000001,269.13,0.6890000000000001,0.0,17.07,-89.14
1770,BMU,2003,128.50833333333333,21.491658333333334,0.0,Bermuda,100.0,0.0,0.0,64.87,0.0,0.0,32.3,-64.75
1771,BOL,2003,92.5004425,20.664624999999997,0.0,Bolivia,63.248000000000005,36.751999,0.621,8810.42,0.644,5.0,-17.78,-63.17
1772,BRA,2003,140.86915833333333,25.559925000000003,80.0,Brazil,82.20299999999999,17.797001,0.695,182482.14899999998,0.595,69.0,-27.53,-48.51
1773,BRB,2003,139.97835833333335,26.895683333333334,0.0,Barbados,33.234,66.765999,0.759,272.258,0.7040000000000001,0.0,13.1,-59.62
1774,BRN,2003,260.1944916666667,25.63938333333334,0.0,Brunei,72.421,27.579,0.828,353.389,0.6609999999999999,0.0,0.0,0.0
1775,BTN,2003,171.1712816666667,11.8435425,0.0,Bhutan,28.688000000000002,71.311996,0.0,623.434,0.0,0.0,26.87,90.49
1776,CAF,2003,115.67229249999998,25.78131666666667,0.0,Central African Republic,37.884,62.116001000000004,0.311,3981.665,0.262,0.0,4.37,18.58
1777,CAN,2003,38.682775,-5.811848333333334,0.0,Canada,79.967,20.033001000000002,0.882,31627.806,0.83,0.0,46.35,-83.58
1778,CHE,2003,96.59271666666666,8.352015833333335,0.0,Switzerland,73.42699999999999,26.573,0.8959999999999999,7291.893,0.813,0.0,46.22,8.77
1779,CHN,2003,48.584853333333335,7.004564166666666,0.0,China,39.775999999999996,60.223999,0.623,1306343.9109999998,0.508,2.0,4229614932.0,123684631.0
1780,CIV,2003,123.11011333333336,26.632450000000002,0.0,Cote d'Ivoire,44.398999999999994,55.601002,0.402,17679.355,0.321,0.0,0.0,0.0
1781,CMR,2003,138.45456666666666,25.03130833333333,0.0,Cameroon,47.338,52.661999,0.45799999999999996,16513.822,0.39899999999999997,6.0,5.96,10.16
1782,COG,2003,128.159225,24.862283333333338,0.0,Congo,60.076,39.924,0.498,3502.5190000000002,0.445,0.0,-4.26,15.2
1783,COK,2003,169.5598,24.468149999999998,0.0,Cook Islands,69.142,30.858,0.0,19.148,0.0,0.0,-21.9,-157.96
1784,COL,2003,247.02356666666662,24.724725000000003,3.0,Colombia,75.211,24.789,0.657,42152.151,0.5329999999999999,9.0,-4.22,-69.94
1785,COM,2003,88.27253333333333,25.80324166666667,0.0,Comoros,27.947,72.053001,0.0,583.211,0.0,0.0,-11.55,43.39
1786,CRI,2003,291.41199166666667,50.88746666666666,0.0,Costa Rica,63.08,36.919998,0.721,4125.971,0.605,13.0,9.99,-84.77
1787,CUB,2003,117.19405833333333,26.08811666666666,9.0,Cuba,75.947,24.052999,0.7040000000000001,11244.885,0.693,0.0,23.14,-82.36
1788,CYM,2003,103.17466666666667,27.89165833333333,0.0,Cayman Islands,100.0,0.0,0.0,46.028,0.0,0.0,19.29,-81.38
1789,CZE,2003,41.68074666666667,8.820449166666664,0.0,Czech Republic,73.74,26.26,0.8220000000000001,10239.277,0.792,0.0,49.12,16.59
1790,DEU,2003,46.78165833333333,9.893467500000002,0.0,Germany,75.577,24.423000000000002,0.889,81686.495,0.872,0.0,47.71,7.77
1791,DJI,2003,18.71271,28.513783333333333,0.0,Djibouti,76.67,23.33,0.38799999999999996,758.615,0.222,0.0,11.59,43.15
1792,DMA,2003,234.50577499999997,25.425349999999998,0.0,Dominica,65.994,34.006001,0.7020000000000001,70.093,0.602,0.0,15.57,-61.32
1793,DOM,2003,151.045875,24.747258333333335,0.0,Dominican Republic,64.605,35.395,0.6659999999999999,8967.76,0.573,9.0,18.52,-69.93
1794,DZA,2003,8.751226666666666,23.821833333333334,0.0,Algeria,62.284,37.716,0.674,32403.514,0.542,0.0,36.64,4.21
1795,ESP,2003,56.610283333333335,14.336908333333335,0.0,Spain,76.778,23.221999999999998,0.833,42653.405999999995,0.72,0.0,38.06,-1.52
1796,FJI,2003,207.72265833333336,24.32766666666667,0.0,Fiji,49.085,50.915001000000004,0.691,816.628,0.684,3.0,-18.12,178.43
1797,FRA,2003,58.81055833333334,12.097550833333335,0.0,France,76.632,23.368000000000002,0.857,60550.097,0.772,0.0,41.86,8.97
1798,GAB,2003,151.0106166666667,25.40771666666667,0.0,Gabon,81.083,18.917,0.6409999999999999,1328.146,0.563,0.0,0.44,9.43
1799,GEO,2003,86.26803333333334,6.584225,0.0,Georgia,52.83,47.169998,0.693,4579.082,0.731,0.0,4310186.0,40618588.0
1800,GHA,2003,100.32479166666666,27.68535,0.0,Ghana,45.951,54.049,0.49,20446.782,0.423,0.0,6.73,-1.73
1801,GIN,2003,149.26803,26.352441666666667,0.0,Guinea,31.698,68.302002,0.336,9309.848,0.19399999999999998,0.0,9.5,-13.72
1802,GLP,2003,260.9807,25.521925,0.0,Guadeloupe,98.4,1.6,0.0,434.191,0.0,2.0,16.24,-61.53
1803,GMB,2003,90.781765,28.197566666666663,0.0,Gambia,50.555,49.445,0.40299999999999997,1354.194,0.284,0.0,13.38,-14.41
1804,GRC,2003,56.99791666666667,14.376844166666665,0.0,Greece,73.689,26.311001,0.825,11243.567,0.7240000000000001,0.0,37.09,21.97
1805,GRD,2003,118.316575,27.033325,0.0,Grenada,35.907,64.093002,0.711,102.375,0.662,0.0,12.02,-61.75
1806,GTM,2003,169.3405666666667,24.189833333333336,0.0,Guatemala,46.318000000000005,53.681999,0.564,12500.478000000001,0.382,2.0,15.73,-88.68
1807,GUF,2003,173.84855833333336,26.024325,0.0,French Guiana,80.332,19.667999,0.0,187.61900000000003,0.0,0.0,5.5,-54.03
1808,GUM,2003,728.7215833333333,27.651983333333334,0.0,Guam,93.435,6.565000099999999,0.0,157.714,0.0,0.0,13.44,144.79
1809,GUY,2003,166.92800833333334,26.4997,0.0,Guyana,28.307,71.693001,0.605,751.857,0.5539999999999999,0.0,8.2,-59.78
1810,HND,2003,149.73138333333333,24.166749999999997,0.0,Honduras,47.266999999999996,52.733002,0.568,7033.821,0.442,4.0,14.08,-87.22
1811,HRV,2003,65.06553333333333,11.463579166666667,0.0,Croatia,53.979,46.021,0.7709999999999999,4388.946,0.693,0.0,42.72,18.03
1812,HTI,2003,144.53463333333335,25.433499999999995,0.0,Haiti,40.645,59.355,0.449,8976.552,0.36200000000000004,0.0,19.05,-72.47
1813,IDN,2003,253.33841666666663,26.278425,14.0,Indonesia,44.356,55.644001,0.624,220545.21399999998,0.5429999999999999,21.0,-7.26,112.75
1814,IND,2003,82.1387275,24.611316666666667,6.0,India,28.572,71.428001,0.517,1108027.848,0.409,79.0,18.95,72.95
1815,ISR,2003,26.78479416666667,20.685341666666666,0.0,Israel,91.39299999999999,8.6070004,0.865,6349.519,0.848,0.0,32.75,34.98
1816,ITA,2003,67.54843333333334,13.205282500000001,5.0,Italy,67.501,32.499001,0.847,58147.037000000004,0.733,0.0,36.92,14.67
1817,JAM,2003,218.6522416666667,25.94770833333334,0.0,Jamaica,52.437,47.563,0.6729999999999999,2712.511,0.569,0.0,18.47,-77.92
1818,JPN,2003,141.31228333333334,11.029860000000001,0.0,Japan,83.196,16.804001,0.865,128067.79400000001,0.768,0.0,35.72,139.74
1819,KEN,2003,53.25278,25.477308333333337,0.0,Kenya,20.948,79.052002,0.46799999999999997,34130.852,0.434,0.0,-0.67,37.35
1820,KHM,2003,152.55948166666667,27.751458333333332,0.0,Cambodia,18.937,81.063004,0.466,12853.124,0.382,4.0,13.85,106.16
1821,KIR,2003,92.32103333333333,92.32103333333333,0.0,Kiribati,43.512,56.487999,0.57,88.895,0.581,0.0,1.36,173.13
1822,KNA,2003,209.59358333333333,25.268741666666667,0.0,Saint Kitts and Nevis,32.312,67.688004,0.0,47.306000000000004,0.0,0.0,17.3,-62.73
1823,KOR,2003,175.9287416666667,11.3180375,1.0,South Korea,80.652,19.348,0.8390000000000001,48265.026,0.81,0.0,0.0,0.0
1824,LAO,2003,129.3736325,129.3736325,0.0,Laos,25.125999999999998,74.874001,0.489,5579.656,0.375,2.0,0.0,0.0
1825,LBN,2003,73.10286166666667,16.881138333333332,3.0,Lebanon,86.366,13.634,0.0,3701.4640000000004,0.0,0.0,34.4,36.39
1826,LBR,2003,209.50021666666666,25.773683333333334,0.0,Liberia,45.361000000000004,54.638999999999996,0.335,3116.2329999999997,0.406,0.0,5.88,-10.04
1827,LCA,2003,173.64694999999998,26.98699166666667,0.0,Saint Lucia,25.215999999999998,74.783997,0.6920000000000001,160.97299999999998,0.584,0.0,14.03,-60.98
1828,LKA,2003,133.227725,27.325949999999995,0.0,Sri Lanka,18.334,81.666,0.705,19215.307,0.698,11.0,7.07,80.01
1829,MAC,2003,142.15523499999998,23.584075,0.0,Macao,100.0,0.0,0.0,460.147,0.0,1.0,0.0,0.0
1830,MDG,2003,119.78946666666666,22.868125000000003,0.0,Madagascar,27.936,72.064003,0.466,17279.141,0.42,0.0,-15.72,46.32
1831,MDV,2003,181.01966666666667,28.281591666666667,0.0,Maldives,31.252,68.748001,0.63,302.209,0.451,0.0,4.17,73.5
