,Country,Year,Precipitation,Temperature,Occurrences,Entity,Urban (%),Rural (%),HDI,PopTotal,Education,Dengue,Y,X
470,COL,1994,222.75725,24.38618333333333,0.0,Colombia,71.328,28.672001,0.619,36823.537000000004,0.474,2.0,-4.22,-69.94
471,COM,1994,132.27925833333333,25.611324999999997,0.0,Comoros,28.346,71.653999,0.0,462.277,0.0,0.0,-11.55,43.39
472,CRI,1994,221.22681666666668,50.98706666666666,0.0,Costa Rica,53.653,46.347,0.682,3425.69,0.542,2.0,9.99,-84.77
473,CUB,1994,108.05116666666667,26.136908333333334,0.0,Cuba,74.127,25.872999,0.652,10850.585,0.619,0.0,23.14,-82.36
474,CYM,1994,101.40816666666666,27.633324999999996,0.0,Cayman Islands,100.0,0.0,0.0,30.055,0.0,0.0,19.29,-81.38
475,CZE,1994,50.48069166666667,9.275123333333333,0.0,Czech Republic,74.77199999999999,25.228001000000003,0.7440000000000001,10361.242,0.642,0.0,49.12,16.59
476,DEU,1994,64.85525833333334,10.1010775,0.0,Germany,73.71,26.290001,0.8290000000000001,80931.041,0.75,0.0,47.71,7.77
477,DJI,1994,26.80500583333334,27.80583333333333,0.0,Djibouti,76.25399999999999,23.746,0.0,622.366,0.0,0.0,11.59,43.15
478,DMA,1994,209.83269166666665,24.791675,0.0,Dominica,64.744,35.256001,0.0,71.373,0.0,0.0,15.57,-61.32
479,DOM,1994,98.09586666666667,24.535591666666665,2.0,Dominican Republic,56.751999999999995,43.248001,0.623,7753.052,0.517,0.0,18.52,-69.93
480,DZA,1994,7.694884166666667,23.23013333333333,0.0,Algeria,55.218999999999994,44.780998,0.595,28362.252999999997,0.424,0.0,36.64,4.21
481,ESP,1994,42.03101999999999,13.956351666666668,0.0,Spain,75.774,24.226,0.7909999999999999,39764.562000000005,0.6709999999999999,0.0,38.06,-1.52
482,FJI,1994,202.83505000000002,24.030191666666667,0.0,Fiji,44.713,55.286999,0.6659999999999999,765.6669999999999,0.67,0.0,-18.12,178.43
483,FRA,1994,79.98323333333333,11.71684,0.0,France,74.743,25.256999999999998,0.818,57990.66099999999,0.715,0.0,41.86,8.97
484,GAB,1994,156.90966666666665,24.820875,0.0,Gabon,73.921,26.079,0.63,1058.663,0.501,0.0,0.44,9.43
485,GEO,1994,64.77921666666667,6.456396666666667,0.0,Georgia,54.08,45.919998,0.0,5107.674,0.0,0.0,4310186.0,40618588.0
486,GHA,1994,92.58392416666668,27.357075,0.0,Ghana,39.39,60.610001000000004,0.47,16330.173999999999,0.397,0.0,6.73,-1.73
487,GIN,1994,161.76992416666667,25.567558333333338,0.0,Guinea,29.182,70.818001,0.29100000000000004,7544.291,0.13699999999999998,0.0,9.5,-13.72
488,GLP,1994,207.39029166666668,25.34109166666666,0.0,Guadeloupe,97.507,2.4930000000000003,0.0,399.47,0.0,1.0,16.24,-61.53
489,GMB,1994,87.31331583333333,27.453733333333332,0.0,Gambia,42.472,57.528,0.349,1036.829,0.205,0.0,13.38,-14.41
490,GRC,1994,56.44994833333333,14.63873583333333,0.0,Greece,71.998,28.002001,0.7659999999999999,10684.818000000001,0.626,0.0,37.09,21.97
491,GRD,1994,129.18299166666665,26.74165833333333,0.0,Grenada,34.227,65.773003,0.0,99.405,0.0,0.0,12.02,-61.75
492,GTM,1994,182.01727499999996,23.897883333333336,0.0,Guatemala,43.32,56.68,0.5,10172.296999999999,0.304,0.0,15.73,-88.68
493,GUF,1994,247.16003333333333,25.30158333333333,8.0,French Guiana,76.502,23.497999,0.0,133.189,0.0,2.0,5.5,-54.03
494,GUM,1994,557.8609166666666,27.40755,0.0,Guam,91.816,8.184,0.0,142.80200000000002,0.0,0.0,13.44,144.79
495,GUY,1994,192.629875,25.31050833333333,0.0,Guyana,29.226,70.774002,0.5720000000000001,758.342,0.528,0.0,8.2,-59.78
496,HND,1994,125.92461666666667,23.958541666666665,0.0,Honduras,42.441,57.558997999999995,0.524,5552.625,0.374,0.0,14.08,-87.22
497,HRV,1994,82.5929,12.143476666666665,0.0,Croatia,52.048,47.952,0.68,4657.802,0.5529999999999999,0.0,42.72,18.03
498,HTI,1994,89.08985,25.312241666666665,0.0,Haiti,31.987,68.013,0.41700000000000004,7674.911,0.31,2.0,19.05,-72.47
499,IDN,1994,212.96394999999998,25.971650000000007,0.0,Indonesia,34.933,65.067001,0.555,193945.272,0.409,7.0,-7.26,112.75
500,IND,1994,95.7757758333333,24.2381,2.0,India,26.399,73.600998,0.452,942204.2490000001,0.33799999999999997,6.0,18.95,72.95
501,ISR,1994,32.06587333333333,19.960908333333332,0.0,Israel,90.76700000000001,9.2329998,0.818,5166.072,0.757,0.0,32.75,34.98
502,ITA,1994,74.19659166666668,12.956545000000004,21.0,Italy,66.862,33.138000000000005,0.794,57251.367,0.647,0.0,36.92,14.67
503,JAM,1994,146.49043333333336,25.75243333333334,0.0,Jamaica,50.375,49.625,0.655,2513.049,0.529,0.0,18.47,-77.92
504,JPN,1994,100.68761666666666,11.745355000000004,0.0,Japan,77.881,22.118999,0.835,126063.174,0.728,0.0,35.72,139.74
505,KEN,1994,56.989235,24.471824999999995,0.0,Kenya,17.952,82.047997,0.457,26548.486,0.39,0.0,-0.67,37.35
506,KHM,1994,194.2452908333333,27.577091666666664,0.0,Cambodia,16.945999999999998,83.054001,0.38,10315.376,0.292,0.0,13.85,106.16
507,KIR,1994,77.10110833333333,77.10110833333333,0.0,Kiribati,36.123000000000005,63.876999,0.0,76.671,0.0,0.0,1.36,173.13
508,KNA,1994,134.481075,25.429150000000003,0.0,Saint Kitts and Nevis,33.904,66.096001,0.0,42.373000000000005,0.0,0.0,17.3,-62.73
509,KOR,1994,78.49424166666667,12.21015,0.0,South Korea,77.452,22.548000000000002,0.767,44825.885,0.723,0.0,0.0,0.0
510,LAO,1994,167.25904083333336,167.25904083333336,0.0,Laos,16.854,83.146004,0.426,4740.38,0.315,0.0,0.0,0.0
511,LBN,1994,58.18694166666668,16.592186666666667,0.0,Lebanon,84.491,15.509,0.0,2974.64,0.0,0.0,34.4,36.39
512,LBR,1994,198.30032833333337,25.284341666666666,0.0,Liberia,48.981,51.019001,0.0,2012.885,0.0,0.0,5.88,-10.04
513,LCA,1994,167.85520833333334,26.025866666666662,0.0,Saint Lucia,28.965,71.035004,0.0,145.247,0.0,0.0,14.03,-60.98
514,LKA,1994,153.59110833333332,26.941458333333333,0.0,Sri Lanka,18.473,81.527,0.6459999999999999,18098.348,0.625,0.0,7.07,80.01
515,MAC,1994,186.63343916666665,23.62261666666667,0.0,Macao,99.891,0.109,0.0,377.96,0.0,0.0,0.0,0.0
516,MDG,1994,110.29725,22.936575,0.0,Madagascar,25.535999999999998,74.46399699999999,0.0,13066.543,0.0,0.0,-15.72,46.32
517,MDV,1994,187.20415833333334,28.065525000000004,0.0,Maldives,25.586,74.414001,0.0,248.433,0.0,0.0,4.17,73.5
518,MEX,1994,52.654783333333334,21.364383333333333,2.0,Mexico,72.985,27.014999,0.67,92349.147,0.5,2.0,14.91,-92.26
519,MHL,1994,221.50765,27.87975,0.0,Marshall Islands,66.396,33.604,0.0,50.575,0.0,0.0,8.72,167.74
520,MLT,1994,38.99655166666667,19.748366666666666,0.0,Malta,90.835,9.165,0.7559999999999999,377.006,0.62,0.0,35.9,14.45
521,MMR,1994,184.84245,23.085608333333337,0.0,Myanmar,25.945999999999998,74.054001,0.39299999999999996,42712.223,0.29600000000000004,0.0,16.78,96.15
522,MNE,1994,85.62961666666666,9.957413333333333,0.0,Montenegro,52.317,47.682999,0.0,620.0840000000001,0.0,0.0,42.7,19.4
523,MNP,1994,491.97374999999994,27.374991666666663,0.0,Northern Mariana Islands,89.59200000000001,10.408,0.0,53.38,0.0,0.0,15.14,145.72
524,MOZ,1994,67.263055,23.858874999999998,0.0,Mozambique,26.984,73.015999,0.221,15217.044,0.147,0.0,-22.45,31.33
525,MSR,1994,155.8924583333333,26.23268333333333,0.0,Montserrat,12.5,87.5,0.0,10.717,0.0,0.0,16.71,-62.21
526,MTQ,1994,204.5553,24.775925,0.0,Martinique,88.02,11.98,0.0,366.24800000000005,0.0,0.0,14.6,-61.07
527,MUS,1994,140.59021666666663,23.034499999999998,0.0,Mauritius,43.407,56.592999,0.643,1114.137,0.512,0.0,-19.72,63.38
528,MYS,1994,260.32408333333336,25.585683333333336,22.0,Malaysia,54.402,45.598,0.675,19986.894,0.527,7.0,6.12,102.26
529,MYT,1994,129.72219166666665,26.51471666666667,0.0,Mayotte,40.23,59.77,0.0,117.462,0.0,0.0,-12.83,45.17
530,NCL,1994,65.71727500000001,21.704441666666664,0.0,New Caledonia,60.146,39.854,0.0,186.264,0.0,1.0,-22.3,166.44
531,NGA,1994,100.371435,26.660675,0.0,Nigeria,31.691,68.308998,0.0,105355.78300000001,0.0,0.0,7.15,3.36
532,NIC,1994,156.22650000000002,25.285683333333335,2.0,Nicaragua,54.183,45.817001,0.514,4520.725,0.39,4.0,13.02,-87.53
533,NIU,1994,157.1745833333333,24.362475000000003,0.0,Niue,31.197,68.803001,0.0,2.205,0.0,0.0,-19.06,-169.87
534,NLD,1994,75.079825,10.449711666666667,0.0,Netherlands,71.962,28.038,0.8640000000000001,15369.12,0.8290000000000001,0.0,51.19,5.87
535,NPL,1994,101.16447083333333,12.6070875,0.0,Nepal,10.433,89.567001,0.405,20867.13,0.295,0.0,27.96,84.9
536,NRU,1994,308.52475,27.849975,0.0,Nauru,100.0,0.0,0.0,9.857000000000001,0.0,0.0,-0.52,166.92
537,NZL,1994,150.39066666666665,9.631731666666667,0.0,New Zealand,85.404,14.595999999999998,0.845,3623.2790000000005,0.846,0.0,-36.96,174.9
538,PAK,1994,35.6005225,20.1686375,1.0,Pakistan,31.581999999999997,68.417999,0.423,119769.556,0.226,2.0,32.08,72.67
539,PAN,1994,218.09534166666666,25.73510833333333,0.0,Panama,57.301,42.699001,0.684,2684.183,0.565,7.0,9.08,-79.39
540,PER,1994,144.71608333333333,19.665241666666667,0.0,Peru,70.521,29.479,0.633,23619.356,0.568,0.0,-3.54,-73.45
541,PHL,1994,183.541025,25.920575,0.0,Philippines,46.645,53.355,0.595,68236.23,0.5329999999999999,0.0,14.41,121.04
542,PNG,1994,208.46966666666663,25.00838333333333,0.0,Papua New Guinea,14.262,85.737999,0.41700000000000004,4770.606,0.225,0.0,-9.15,142.72
543,PRI,1994,136.47135,25.566799999999997,0.0,Puerto Rico,93.57799999999999,6.4219999,0.0,3657.4120000000003,0.0,54.0,18.24,-66.04
544,PRY,1994,95.10626666666667,24.120991666666665,0.0,Paraguay,51.488,48.512001,0.6,4651.225,0.47100000000000003,3.0,-25.28,-57.64
545,PYF,1994,140.66675833333335,24.601483333333334,1.0,French Polynesia,56.881,43.118999,0.0,211.579,0.0,3.0,-17.53,-149.56
546,REU,1994,159.00796666666668,24.78826666666667,0.0,Reunion,85.235,14.765,0.0,660.563,0.0,0.0,0.0,0.0
547,ROU,1994,46.51446666666667,10.304845833333335,0.0,Romania,53.922,46.077999,0.6809999999999999,23116.175,0.598,0.0,44.44,26.11
548,RUS,1994,36.43121666666667,-6.084547500000002,0.0,Russia,73.376,26.624001,0.7020000000000001,148411.855,0.6559999999999999,0.0,0.0,0.0
549,SAU,1994,5.019145,25.174408333333332,0.0,Saudi Arabia,78.429,21.570999,0.718,18311.09,0.515,0.0,21.54,39.17
550,SDN,1994,38.4127325,25.68735,0.0,Sudan,32.179,67.820999,0.359,23347.885,0.191,0.0,19.62,37.22
551,SEN,1994,65.085615,27.985666666666663,0.0,Senegal,39.464,60.535999,0.366,8512.173,0.201,0.0,14.67,-17.44
552,SGP,1994,193.73467499999995,27.751350000000002,0.0,Singapore,100.0,0.0,0.763,3385.35,0.551,1.0,1.37,103.88
553,SLB,1994,251.52391666666665,25.585416666666664,0.0,Solomon Islands,14.462,85.538002,0.0,349.225,0.0,0.0,-9.43,160.05
554,SLE,1994,202.06379333333334,25.82490833333333,0.0,Sierra Leone,34.192,65.807999,0.271,4283.621,0.213,0.0,9.69,-11.72
555,SLV,1994,110.04575416666667,24.41644166666667,0.0,El Salvador,52.70399999999999,47.296001000000004,0.5670000000000001,5544.945,0.42,0.0,13.74,-89.18
556,SOM,1994,22.73052083333334,26.803291666666667,0.0,Somalia,31.066999999999997,68.932999,0.0,7583.954000000001,0.0,0.0,10.43,45.01
557,SRB,1994,55.66064166666666,11.669128333333333,0.0,Serbia,51.428000000000004,48.571999,0.6890000000000001,9861.877,0.6409999999999999,0.0,44.92,19.67
558,SUR,1994,195.10356666666667,25.305925,0.0,Suriname,66.002,33.998001,0.0,437.037,0.0,0.0,5.83,-55.17
559,SVK,1994,62.64825,9.068051666666666,0.0,Slovakia,56.598,43.402,0.743,5362.896,0.706,0.0,48.68,21.29
560,SVN,1994,108.18931666666668,10.397155,0.0,Slovenia,50.596000000000004,49.403999,0.775,1995.6070000000002,0.7140000000000001,0.0,45.64,13.99
561,SYC,1994,171.48919166666667,27.266349999999992,0.0,Seychelles,49.525,50.474998,0.0,75.491,0.0,0.0,-4.35,55.76
562,THA,1994,139.41033666666667,26.64335833333334,0.0,Thailand,30.105,69.894997,0.604,58901.666,0.425,16.0,14.34,101.21
563,TKL,1994,234.2388666666666,28.204425,0.0,Tokelau,0.0,100.0,0.0,1.5290000000000001,0.0,0.0,-8.56,-172.5
564,TLS,1994,129.32105666666666,25.050524999999997,0.0,Timor,22.199,77.80100300000001,0.0,856.684,0.0,0.0,0.0,0.0
565,TON,1994,131.88129166666667,24.402758333333335,0.0,Tonga,22.831999999999997,77.167999,0.6679999999999999,95.833,0.679,0.0,-21.15,-175.22
566,TTO,1994,131.32846666666669,26.32036666666666,13.0,Trinidad and Tobago,54.857,45.143002,0.679,1250.318,0.589,0.0,10.68,-61.62
567,TUR,1994,47.143334166666655,11.857261666666666,0.0,Turkey,61.59,38.41,0.599,57564.132000000005,0.42100000000000004,0.0,40.92,26.32
568,TUV,1994,244.23541666666665,28.31849166666667,0.0,Tuvalu,43.563,56.437,0.0,9.19,0.0,0.0,-8.51,179.19
569,TZA,1994,83.60069250000001,22.490508333333338,0.0,Tanzania,20.203,79.79699699999999,0.369,29070.615,0.285,0.0,0.0,0.0
570,UGA,1994,107.32318333333332,22.483716666666666,0.0,Uganda,12.485,87.514999,0.315,19907.634,0.262,0.0,0.17,32.48
571,URY,1994,102.29630000000002,18.110675,0.0,Uruguay,90.245,9.755000099999998,0.7090000000000001,3201.607,0.605,0.0,-33.25,-58.02
572,USA,1994,55.63131666666666,7.3605833333333335,72.0,United States,76.875,23.125,0.875,262741.566,0.863,0.0,0.0,0.0
573,VCT,1994,241.58095000000006,54.008316666666666,0.0,Saint Vincent and the Grenadines,43.021,56.979,0.0,108.12899999999999,0.0,0.0,13.16,-61.23
574,VEN,1994,163.0971333333333,25.190158333333333,0.0,Venezuela,85.686,14.314,0.654,21726.352000000003,0.475,5.0,10.49,-66.89
575,VGB,1994,143.52911666666668,26.376908333333333,0.0,British Virgin Islands,40.141999999999996,59.858002,0.0,18.052,0.0,0.0,18.41,-64.64
576,VNM,1994,175.30154166666668,24.657141666666664,3.0,Vietnam,21.774,78.225998,0.517,73925.082,0.4,1.0,0.0,0.0
577,VUT,1994,197.17769999999996,23.621733333333335,0.0,Vanuatu,19.868,80.13200400000001,0.0,164.208,0.0,0.0,-17.74,168.32
578,WLF,1994,263.5271666666667,26.818241666666665,0.0,Wallis and Futuna,0.0,100.0,0.0,14.075,0.0,0.0,-13.29,-176.22
579,WSM,1994,293.2510833333333,26.837716666666665,0.0,Samoa,21.436,78.564003,0.611,168.78799999999998,0.598,0.0,-13.63,-172.62
580,YEM,1994,12.8370375,23.72951666666667,0.0,Yemen,23.225,76.775002,0.409,14692.686000000002,0.23,0.0,15.77,44.04
581,ZAF,1994,31.954662499999994,17.708558333333333,0.0,South Africa,54.004,45.995998,0.645,41218.901,0.617,0.0,-33.93,18.44
582,COD,1994,113.70134999999999,24.098975,0.0,Democratic Republic of Congo,32.39,67.610001,0.33399999999999996,40273.701,0.27699999999999997,0.0,0.0,0.0
583,ZMB,1994,63.264824999999995,22.31645833333333,0.0,Zambia,37.571999999999996,62.428001,0.408,8896.109,0.426,0.0,-12.17,26.38
584,ABW,1995,85.146135,28.62266666666666,0.0,Aruba,48.766999999999996,51.233002,0.0,80.324,0.0,1.0,12.52,-70.03
585,AFG,1995,24.636796666666665,13.124963333333332,0.0,Afghanistan,21.624000000000002,78.375999,0.0,17099.541,0.179,0.0,34.53,69.17
586,AGO,1995,72.8463375,22.01855833333333,0.0,Angola,44.169,55.831001,0.0,14268.993999999999,0.0,0.0,-8.81,13.23
587,AIA,1995,125.49565000000001,26.10205833333333,0.0,Anguilla,100.0,0.0,0.0,9.802,0.0,1.0,18.23,-63.04
588,ALB,1995,86.97745583333334,11.239455000000001,0.0,Albania,38.911,61.089001,0.632,3106.736,0.551,0.0,40.15,19.79
589,ARG,1995,39.62055833333333,14.381900000000002,2.0,Argentina,88.164,11.835999999999999,0.731,34994.814,0.648,0.0,-26.41,-54.58
590,ASM,1995,251.32640833333332,27.534983333333333,0.0,American Samoa,85.28,14.72,0.0,52.868,0.0,0.0,-14.27,-170.58
591,ATG,1995,195.6755916666667,26.520608333333332,0.0,Antigua and Barbuda,33.961,66.039001,0.0,73.619,0.0,1.0,17.15,-61.8
592,AUS,1995,43.84118833333334,21.607808333333335,4.0,Australia,84.898,15.102,0.883,18076.743000000002,0.894,3.0,-9.42,142.54
593,AUT,1995,99.90879166666667,6.749838333333334,0.0,Austria,61.596000000000004,38.403999,0.8170000000000001,7990.121,0.7090000000000001,0.0,47.14,16.26
594,BEL,1995,68.08920833333333,10.6440075,0.0,Belgium,96.777,3.2230000000000003,0.852,10186.305,0.804,0.0,51.21,4.12
595,BEN,1995,96.48977249999997,27.550874999999994,0.0,Benin,36.758,63.242001,0.373,5905.558000000001,0.235,0.0,6.48,2.63
596,BFA,1995,63.80972166666666,28.343025,0.0,Burkina Faso,15.130999999999998,84.869003,0.0,10089.878,0.0,0.0,12.42,-3.17
597,BGD,1995,196.25677500000003,25.40425,0.0,Bangladesh,21.693,78.306999,0.425,118706.871,0.292,0.0,24.13,90.29
598,BGR,1995,63.90295833333334,10.6202475,0.0,Bulgaria,67.782,32.217999,0.696,8379.18,0.647,0.0,42.45,27.31
599,BHS,1995,141.43140833333334,25.325083333333335,0.0,Bahamas,80.961,19.039,0.0,280.15,0.0,1.0,25.07,-77.34
600,BIH,1995,101.48910999999998,9.709546666666666,0.0,Bosnia and Herzegovina,40.817,59.182999,0.0,3843.712,0.0,0.0,44.67,16.99
601,BLZ,1995,192.905975,25.84738333333334,0.0,Belize,46.425,53.575001,0.662,206.963,0.617,0.0,17.07,-89.14
602,BMU,1995,125.0,21.59998333333333,0.0,Bermuda,100.0,0.0,0.0,62.696000000000005,0.0,0.0,32.3,-64.75
603,BOL,1995,64.60342666666666,21.258699999999997,0.0,Bolivia,59.15,40.849998,0.5710000000000001,7566.714,0.574,0.0,-17.78,-63.17
604,BRA,1995,148.73555833333333,25.370649999999998,6.0,Brazil,77.61,22.389999,0.648,162296.612,0.523,20.0,-27.53,-48.51
605,BRB,1995,187.66505833333335,26.673683333333333,0.0,Barbados,35.566,64.433998,0.731,264.959,0.66,2.0,13.1,-59.62
606,BRN,1995,298.64508333333333,25.629691666666663,0.0,Brunei,68.64399999999999,31.356001000000003,0.805,297.192,0.626,0.0,0.0,0.0
607,BTN,1995,162.75240499999998,11.99668,0.0,Bhutan,20.537,79.462997,0.0,514.877,0.0,0.0,26.87,90.49
608,CAF,1995,114.76196083333332,24.962666666666667,0.0,Central African Republic,37.231,62.769001,0.303,3352.7670000000003,0.20800000000000002,0.0,4.37,18.58
609,CAN,1995,37.711124999999996,-6.237994166666668,0.0,Canada,77.675,22.325001,0.861,29330.072999999997,0.8220000000000001,0.0,46.35,-83.58
610,CHE,1995,141.92298333333335,7.081365833333334,0.0,Switzerland,73.654,26.346001,0.848,7018.525,0.727,0.0,46.22,8.77
611,CHN,1995,47.44546416666666,6.800045833333335,0.0,China,30.961,69.039001,0.55,1239940.004,0.442,6.0,4229614932.0,123684631.0
612,CIV,1995,118.50058833333333,26.617716666666663,0.0,Cote d'Ivoire,41.21,58.790001000000004,0.387,14540.82,0.259,0.0,0.0,0.0
613,CMR,1995,121.06209333333334,24.713091666666667,0.0,Cameroon,42.573,57.426998,0.42200000000000004,13460.993999999999,0.345,0.0,5.96,10.16
614,COG,1995,132.580975,24.591575000000002,0.0,Congo,56.413000000000004,43.587002000000005,0.507,2799.255,0.46,0.0,-4.26,15.2
615,COK,1995,173.33697500000002,24.368933333333334,0.0,Cook Islands,58.678000000000004,41.321999,0.0,18.956,0.0,5.0,-21.9,-157.96
616,COL,1995,229.3625916666667,24.59575,3.0,Colombia,71.777,28.223000000000003,0.625,37441.977,0.48,7.0,-4.22,-69.94
617,COM,1995,111.85044999999998,25.61638333333333,0.0,Comoros,28.301,71.69899699999999,0.0,475.394,0.0,0.0,-11.55,43.39
618,CRI,1995,281.40411666666665,50.51841666666667,0.0,Costa Rica,54.56100000000001,45.438999,0.687,3510.926,0.55,5.0,9.99,-84.77
619,CUB,1995,129.25592500000002,25.77746666666667,4.0,Cuba,74.277,25.723000000000003,0.654,10906.043,0.621,0.0,23.14,-82.36
620,CYM,1995,131.84107500000002,27.649983333333328,0.0,Cayman Islands,100.0,0.0,0.0,31.671999999999997,0.0,0.0,19.29,-81.38
621,CZE,1995,62.120758333333335,8.302524166666666,0.0,Czech Republic,74.643,25.357,0.753,10358.456,0.657,0.0,49.12,16.59
622,DEU,1995,63.983133333333335,9.379877500000001,0.0,Germany,73.922,26.077999,0.8340000000000001,81240.604,0.759,0.0,47.71,7.77
623,DJI,1995,25.925146666666667,28.05576666666667,0.0,Djibouti,76.3,23.700001,0.355,630.388,0.171,0.0,11.59,43.15
624,DMA,1995,274.19622499999997,25.20076666666667,0.0,Dominica,64.831,35.168999,0.0,71.368,0.0,1.0,15.57,-61.32
625,DOM,1995,126.27168333333333,24.531716666666668,0.0,Dominican Republic,57.598,42.402,0.629,7892.423000000001,0.525,0.0,18.52,-69.93
626,DZA,1995,6.439493333333332,23.296808333333335,0.0,Algeria,55.997,44.002998,0.6,28904.298,0.431,0.0,36.64,4.21
627,ESP,1995,43.97195,14.352236666666668,0.0,Spain,75.85600000000001,24.143998999999997,0.8,39890.498,0.687,0.0,38.06,-1.52
628,FJI,1995,188.9828083333333,24.198708333333332,0.0,Fiji,45.496,54.504002,0.6729999999999999,775.498,0.682,1.0,-18.12,178.43
629,FRA,1995,72.9017,11.805999999999997,0.0,France,74.91199999999999,25.087999,0.825,58241.791,0.7290000000000001,0.0,41.86,8.97
630,GAB,1995,149.06389666666666,25.127250000000004,0.0,Gabon,74.797,25.202999,0.632,1086.137,0.509,0.0,0.44,9.43
631,GEO,1995,75.45811666666667,7.357463333333334,0.0,Georgia,53.841,46.159,0.0,5020.061,0.0,0.0,4310186.0,40618588.0
632,GHA,1995,97.09108583333334,27.644175,0.0,Ghana,40.14,59.860001000000004,0.473,16760.467,0.402,0.0,6.73,-1.73
633,GIN,1995,141.35697916666666,25.896008333333327,0.0,Guinea,29.475,70.525002,0.295,7871.173000000001,0.142,0.0,9.5,-13.72
634,GLP,1995,269.91637499999996,25.643199999999997,0.0,Guadeloupe,97.73100000000001,2.2690001,0.0,402.93699999999995,0.0,1.0,16.24,-61.53
635,GMB,1995,75.64151333333335,27.788816666666662,0.0,Gambia,43.361999999999995,56.638000000000005,0.353,1066.223,0.21,0.0,13.38,-14.41
636,GRC,1995,53.851775,13.74669,0.0,Greece,72.119,27.881001,0.768,10789.375,0.627,0.0,37.09,21.97
637,GRD,1995,150.19130833333335,26.93331666666666,0.0,Grenada,34.47,65.529999,0.0,100.255,0.0,1.0,12.02,-61.75
638,GTM,1995,248.65060000000003,23.740441666666666,22.0,Guatemala,43.653999999999996,56.346001,0.507,10408.489,0.311,0.0,15.73,-88.68
639,GUF,1995,187.66153333333332,25.762116666666667,0.0,French Guiana,76.952,23.048000000000002,0.0,137.4,0.0,2.0,5.5,-54.03
640,GUM,1995,580.6317083333333,27.37075,0.0,Guam,92.055,7.945000200000001,0.0,145.561,0.0,0.0,13.44,144.79
641,GUY,1995,198.163225,26.201399999999996,0.0,Guyana,29.136999999999997,70.862999,0.578,761.291,0.5329999999999999,0.0,8.2,-59.78
642,HND,1995,188.47593333333336,23.96919166666666,2.0,Honduras,42.941,57.058997999999995,0.529,5709.0509999999995,0.381,0.0,14.08,-87.22
643,HRV,1995,102.56630833333334,10.805170833333333,0.0,Croatia,52.278999999999996,47.721001,0.696,4616.763,0.5579999999999999,0.0,42.72,18.03
644,HTI,1995,131.85411666666667,25.169641666666674,0.0,Haiti,32.59,67.410004,0.418,7819.806,0.316,2.0,19.05,-72.47
645,IDN,1995,257.61949999999996,26.093841666666666,16.0,Indonesia,36.076,63.924,0.564,196957.849,0.42,11.0,-7.26,112.75
646,IND,1995,88.81776750000002,24.369850000000003,3.0,India,26.607,73.39299799999999,0.46,960482.795,0.344,6.0,18.95,72.95
647,ISR,1995,13.291183333333334,19.674733333333336,0.0,Israel,90.866,9.133999800000002,0.823,5333.719,0.763,0.0,32.75,34.98
648,ITA,1995,77.19413333333333,11.934774999999997,1.0,Italy,66.922,33.077999,0.8,57255.193,0.6559999999999999,0.0,36.92,14.67
649,JAM,1995,197.94111666666666,25.57455,4.0,Jamaica,50.615,49.384997999999996,0.657,2537.44,0.534,0.0,18.47,-77.92
650,JPN,1995,124.98317499999997,11.02628,0.0,Japan,78.016,21.983999,0.84,126375.466,0.735,0.0,35.72,139.74
651,KEN,1995,56.56449166666667,24.87855,0.0,Kenya,18.262999999999998,81.737,0.456,27346.456000000002,0.39299999999999996,0.0,-0.67,37.35
652,KHM,1995,149.6005291666667,27.460624999999997,0.0,Cambodia,17.311,82.689003,0.387,10653.558,0.297,8.0,13.85,106.16
653,KIR,1995,68.44788166666667,68.44788166666667,0.0,Kiribati,36.409,63.591,0.0,77.73,0.0,0.0,1.36,173.13
654,KNA,1995,176.580825,25.581225,0.0,Saint Kitts and Nevis,33.715,66.285004,0.0,42.891000000000005,0.0,0.0,17.3,-62.73
655,KOR,1995,93.02081666666665,11.103354999999999,0.0,South Korea,78.23899999999999,21.761,0.778,45298.611,0.737,0.0,0.0,0.0
656,LAO,1995,152.731635,152.731635,0.0,Laos,17.378,82.622002,0.428,4851.923,0.309,0.0,0.0,0.0
657,LBN,1995,28.586365833333332,16.087211666666672,0.0,Lebanon,84.82,15.18,0.0,3033.3940000000002,0.0,0.0,34.4,36.39
658,LBR,1995,206.73441916666664,25.48483333333333,1.0,Liberia,45.96,54.040001000000004,0.0,2073.482,0.0,0.0,5.88,-10.04
659,LCA,1995,217.88187499999995,26.51755833333333,0.0,Saint Lucia,28.765,71.235001,0.0,147.04399999999998,0.0,0.0,14.03,-60.98
660,LKA,1995,130.85334999999998,27.196075000000004,0.0,Sri Lanka,18.458,81.542,0.65,18247.121,0.633,0.0,7.07,80.01
661,MAC,1995,179.8893833333333,22.679375000000004,0.0,Macao,99.91,0.09000000400000001,0.0,385.686,0.0,0.0,0.0,0.0
662,MDG,1995,125.01437499999999,22.73281666666667,0.0,Madagascar,25.796,74.204002,0.0,13475.4,0.0,0.0,-15.72,46.32
663,MDV,1995,150.18845,28.163674999999998,0.0,Maldives,25.638,74.362,0.539,254.082,0.354,0.0,4.17,73.5
664,MEX,1995,59.75343333333333,21.32385833333333,12.0,Mexico,73.368,26.631999999999998,0.669,94045.579,0.51,9.0,14.91,-92.26
665,MHL,1995,243.3355,27.665833333333335,0.0,Marshall Islands,66.727,33.272999,0.0,51.015,0.0,0.0,8.72,167.74
